paradigm_id,type,patient_count,drug_count,drugs,description
C055,drug_combination,50,2,G-CSF; plerixafor,G-CSF + plerixafor
C382,drug_combination,7,2,Drugs Approved for Different Types of Cancer; vincristine,Drugs Approved for Different Types of Cancer + vincristine
C381,drug_combination,7,2,ntifier:ADVL0921; vincristine,ntifier:ADVL0921 + vincristine
C380,drug_combination,7,2,Everolimus Afinitor tablets; vincristine,Everolimus Afinitor tablets + vincristine
C379,drug_combination,7,2,Drug-based intervention; pegfilgrastim,Drug-based intervention + pegfilgrastim
C378,drug_combination,7,2,ONO-7475 once daily; pegfilgrastim,ONO-7475 once daily + pegfilgrastim
C450,drug_combination,7,2,Three-drug chemotherapy group; pegfilgrastim,Three-drug chemotherapy group + pegfilgrastim
C452,drug_combination,7,2,Surufatinib plus chemotherapy; vincristine,Surufatinib plus chemotherapy + vincristine
C504,drug_combination,7,2,ONC201; pegfilgrastim,ONC201 + pegfilgrastim
C528,drug_combination,7,2,filgrastim; isotretinoin,filgrastim + isotretinoin
C529,drug_combination,7,2,BRAF inhibitor dabrafenib and MEK inhibitor trametinib; vincristine,BRAF inhibitor dabrafenib and MEK inhibitor trametinib + vincristine
C530,drug_combination,7,2,"PDR001 concurrent with standard platinum-based chemoradiation, followed by consolidation with PDR001; vincristine","PDR001 concurrent with standard platinum-based chemoradiation, followed by consolidation with PDR001 + vincristine"
C531,drug_combination,7,2,etoposide; isotretinoin,etoposide + isotretinoin
C532,drug_combination,7,2,Drugs Approved for Different Types of Cancer; filgrastim,Drugs Approved for Different Types of Cancer + filgrastim
C533,drug_combination,7,2,epirubicin - cyclophosphamide / docetaxel + bevacizumab; vincristine,epirubicin - cyclophosphamide / docetaxel + bevacizumab + vincristine
C534,drug_combination,7,2,"Enzalutamide,, soft capsules, once daily; vincristine","Enzalutamide,, soft capsules, once daily + vincristine"
C535,drug_combination,7,2,fenretinide lipid matrix; filgrastim,fenretinide lipid matrix + filgrastim
C536,drug_combination,7,2,AZD6244; filgrastim,AZD6244 + filgrastim
C537,drug_combination,7,2,ONO-7475 once daily; vincristine,ONO-7475 once daily + vincristine
C538,drug_combination,7,2,"PDR001 concurrent with standard platinum-based chemoradiation, followed by consolidation with PDR001; filgrastim","PDR001 concurrent with standard platinum-based chemoradiation, followed by consolidation with PDR001 + filgrastim"
C539,drug_combination,7,2,Access to Experimental Drugs; filgrastim,Access to Experimental Drugs + filgrastim
C540,drug_combination,7,2,Neulasta; methotrexate,Neulasta + methotrexate
C541,drug_combination,7,2,Leucovorin; plerixafor,Leucovorin + plerixafor
C542,drug_combination,7,2,topotecan; vincristine,topotecan + vincristine
C543,drug_combination,7,2,Daunorubicin; dexrazoxane,Daunorubicin + dexrazoxane
C544,drug_combination,7,2,asparaginase; cytarabine,asparaginase + cytarabine
C545,drug_combination,7,2,dinutuximab; irinotecan,dinutuximab + irinotecan
C546,drug_combination,7,2,dinutuximab; temozolomide,dinutuximab + temozolomide
C548,drug_combination,7,2,irinotecan; mesna,irinotecan + mesna
C549,drug_combination,7,2,Cyclophosphamide; Progesterone,Cyclophosphamide + Progesterone
C550,drug_combination,7,2,Cyclophosphamid; Progesterone,Cyclophosphamid + Progesterone
C351,drug_combination,7,2,PTC596; vincristine,PTC596 + vincristine
C527,drug_combination,7,2,AZD6244; vincristine,AZD6244 + vincristine
C502,drug_combination,7,2,filgrastim; paclitaxel + everolimus RAD001,filgrastim + paclitaxel + everolimus RAD001
C526,drug_combination,7,2,Relatlimab FDC + Nivolumab; vincristine,Relatlimab FDC + Nivolumab + vincristine
C505,drug_combination,7,2,PTC596; filgrastim,PTC596 + filgrastim
C506,drug_combination,7,2,IV FOLFIRI+ target agent bevacizumab or cetuximab every 2 weeks; pegfilgrastim,IV FOLFIRI+ target agent bevacizumab or cetuximab every 2 weeks + pegfilgrastim
C507,drug_combination,7,2,Nivolumab -/kg; filgrastim,Nivolumab -/kg + filgrastim
C508,drug_combination,7,2,concurrent capecitabine-based long-term radiotherapy followed by 4 cycles XELOX and a delayed TME; filgrastim,concurrent capecitabine-based long-term radiotherapy followed by 4 cycles XELOX and a delayed TME + filgrastim
C509,drug_combination,7,2,BRAF inhibitor dabrafenib and MEK inhibitor trametinib; pegfilgrastim,BRAF inhibitor dabrafenib and MEK inhibitor trametinib + pegfilgrastim
C510,drug_combination,7,2,Mocetinostat Induction Phase + Ipilimumab + Nivolumab; filgrastim,Mocetinostat Induction Phase + Ipilimumab + Nivolumab + filgrastim
C511,drug_combination,7,2,Nivolumab maintenance; vincristine,Nivolumab maintenance + vincristine
C512,drug_combination,7,2,Palbociclib100mg; vincristine,Palbociclib100mg + vincristine
C513,drug_combination,7,2,Palbociclib125mg; vincristine,Palbociclib125mg + vincristine
C514,drug_combination,7,2,Trifluridine/tipiracil + bevacizumab; pegfilgrastim,Trifluridine/tipiracil + bevacizumab + pegfilgrastim
C515,drug_combination,7,2,TAK-580; pegfilgrastim,TAK-580 + pegfilgrastim
C516,drug_combination,7,2,Chemo with concomitant Capecitabine and KD018; pegfilgrastim,Chemo with concomitant Capecitabine and KD018 + pegfilgrastim
C517,drug_combination,7,2,"Combination of Gemcitabine, Oxaliplatin, Sintilimab and Bevacizumab; pegfilgrastim","Combination of Gemcitabine, Oxaliplatin, Sintilimab and Bevacizumab + pegfilgrastim"
C518,drug_combination,7,2,palbociclib isethionate; pegfilgrastim,palbociclib isethionate + pegfilgrastim
C519,drug_combination,7,2,once daily for two consecutive days Picato; vincristine,once daily for two consecutive days Picato + vincristine
C520,drug_combination,7,2,filgrastim; trametinib dimethyl sulfoxide,filgrastim + trametinib dimethyl sulfoxide
C521,drug_combination,7,2,Nivolumab -/kg; pegfilgrastim,Nivolumab -/kg + pegfilgrastim
C522,drug_combination,7,2,Recombinant oncolytic herpes simplex virus type Ⅰ R130; vincristine,Recombinant oncolytic herpes simplex virus type Ⅰ R130 + vincristine
C523,drug_combination,7,2,chlorambucil drug; pegfilgrastim,chlorambucil drug + pegfilgrastim
C524,drug_combination,7,2,Mocetinostat Induction Phase + Ipilimumab + Nivolumab; pegfilgrastim,Mocetinostat Induction Phase + Ipilimumab + Nivolumab + pegfilgrastim
C525,drug_combination,7,2,pegfilgrastim; tazemetostat,pegfilgrastim + tazemetostat
C551,drug_combination,7,2,bevacizumab; thalidomide,bevacizumab + thalidomide
C501,drug_combination,7,2,Relatlimab FDC + Nivolumab; pegfilgrastim,Relatlimab FDC + Nivolumab + pegfilgrastim
C453,drug_combination,7,2,Dabrafenib and trametinib combination; vincristine,Dabrafenib and trametinib combination + vincristine
C476,drug_combination,7,2,Drugs Approved for Conditions Related to Cancer; filgrastim,Drugs Approved for Conditions Related to Cancer + filgrastim
C474,drug_combination,7,2,filgrastim; tazemetostat hydrobromide,filgrastim + tazemetostat hydrobromide
C473,drug_combination,7,2,SAHA(Suberoylanilide; vincristine,SAHA(Suberoylanilide + vincristine
C472,drug_combination,7,2,Oncolytic virus VRT106; vincristine,Oncolytic virus VRT106 + vincristine
C471,drug_combination,7,2,pegfilgrastim; selinexor,pegfilgrastim + selinexor
C470,drug_combination,7,2,Nivolumab induction; vincristine,Nivolumab induction + vincristine
C469,drug_combination,7,2,dasatinib; pegfilgrastim,dasatinib + pegfilgrastim
C468,drug_combination,7,2,carboplatin paclitaxel bevacizumab; vincristine,carboplatin paclitaxel bevacizumab + vincristine
C467,drug_combination,7,2,mFOLFOX6 + Bevacizumab + PD-1 monoclonal antibody; pegfilgrastim,mFOLFOX6 + Bevacizumab + PD-1 monoclonal antibody + pegfilgrastim
C466,drug_combination,7,2,Surufatinib and Serplulimab; filgrastim,Surufatinib and Serplulimab + filgrastim
C465,drug_combination,7,2,G-CSF; Investigational Chemotherapy (unspecified),G-CSF + Investigational Chemotherapy (unspecified)
C464,drug_combination,7,2,1A46 Drug Substance; vincristine,1A46 Drug Substance + vincristine
C463,drug_combination,7,2,Anlotinib hydrochloride capsule Combined With Concurrent Chemoradiotherapy; filgrastim,Anlotinib hydrochloride capsule Combined With Concurrent Chemoradiotherapy + filgrastim
C462,drug_combination,7,2,pegfilgrastim; vorinostat,pegfilgrastim + vorinostat
C461,drug_combination,7,2,Nivolumab & Ipilimumab; vincristine,Nivolumab & Ipilimumab + vincristine
C460,drug_combination,7,2,Drugs Approved for Childhood Cancers; filgrastim,Drugs Approved for Childhood Cancers + filgrastim
C459,drug_combination,7,2,filgrastim; once daily for two consecutive days Picato,filgrastim + once daily for two consecutive days Picato
C458,drug_combination,7,2,Nivolumab and Relatlimab-rmbw; filgrastim,Nivolumab and Relatlimab-rmbw + filgrastim
C457,drug_combination,7,2,Surufatinib and Serplulimab; vincristine,Surufatinib and Serplulimab + vincristine
C456,drug_combination,7,2,Bortezomib drug; pegfilgrastim,Bortezomib drug + pegfilgrastim
C455,drug_combination,7,2,"Imatinib, Fluorouracil, Oxaliplatin, Leucovorin and Bevacizumab; filgrastim","Imatinib, Fluorouracil, Oxaliplatin, Leucovorin and Bevacizumab + filgrastim"
C454,drug_combination,7,2,Combination drug; pegfilgrastim,Combination drug + pegfilgrastim
C475,drug_combination,7,2,filgrastim; palbociclib,filgrastim + palbociclib
C477,drug_combination,7,2,AZD1775; filgrastim,AZD1775 + filgrastim
C500,drug_combination,7,2,Adjuvant Atezolizumab-Bevacizumab Therapy; filgrastim,Adjuvant Atezolizumab-Bevacizumab Therapy + filgrastim
C478,drug_combination,7,2,loncastuximab tesirine-lpyl; pegfilgrastim,loncastuximab tesirine-lpyl + pegfilgrastim
C499,drug_combination,7,2,Bevacizumab-IRDye800CW; filgrastim,Bevacizumab-IRDye800CW + filgrastim
C498,drug_combination,7,2,dasatinib; vincristine,dasatinib + vincristine
C497,drug_combination,7,2,mFOLFOX6 + Bevacizumab + PD-1 monoclonal antibody; vincristine,mFOLFOX6 + Bevacizumab + PD-1 monoclonal antibody + vincristine
C496,drug_combination,7,2,LVGN3616 + LVGN6051 + Bevacizumab + Cyclophosphamide; filgrastim,LVGN3616 + LVGN6051 + Bevacizumab + Cyclophosphamide + filgrastim
C495,drug_combination,7,2,Pemetrexed and Gemcitabine plus Bevacizumab; filgrastim,Pemetrexed and Gemcitabine plus Bevacizumab + filgrastim
C494,drug_combination,7,2,AZD1775; pegfilgrastim,AZD1775 + pegfilgrastim
C493,drug_combination,7,2,Trametinib placebo; filgrastim,Trametinib placebo + filgrastim
C492,drug_combination,7,2,ONC201; filgrastim,ONC201 + filgrastim
C491,drug_combination,7,2,once daily for two consecutive days Picato; pegfilgrastim,once daily for two consecutive days Picato + pegfilgrastim
C490,drug_combination,7,2,selinexor; vincristine,selinexor + vincristine
C489,drug_combination,7,2,"filgrastim; standard platinum-based concurrent chemoradiotherapy, followed by consolidation with PDR001","filgrastim + standard platinum-based concurrent chemoradiotherapy, followed by consolidation with PDR001"
C488,drug_combination,7,2,Bevacizumab-IRDye800CW; vincristine,Bevacizumab-IRDye800CW + vincristine
C487,drug_combination,7,2,everolimus; pegfilgrastim,everolimus + pegfilgrastim
C486,drug_combination,7,2,vincristine; vorinostat,vincristine + vorinostat
C485,drug_combination,7,2,AMG386 and bevacizumab; pegfilgrastim,AMG386 and bevacizumab + pegfilgrastim
C484,drug_combination,7,2,DIFLUOROMETHYLORNITHINE; vincristine,DIFLUOROMETHYLORNITHINE + vincristine
C483,drug_combination,7,2,Palbociclib100mg; pegfilgrastim,Palbociclib100mg + pegfilgrastim
C482,drug_combination,7,2,Nivolumab maintenance; pegfilgrastim,Nivolumab maintenance + pegfilgrastim
C481,drug_combination,7,2,Bortezomib drug; vincristine,Bortezomib drug + vincristine
C480,drug_combination,7,2,Nivolumab-relatlimab FDC; vincristine,Nivolumab-relatlimab FDC + vincristine
C479,drug_combination,7,2,intra-arterial oxaliplatin + Systemic FOLFIRI + target agent bevacizumab or cetuximab every 2 weeks; vincristine,intra-arterial oxaliplatin + Systemic FOLFIRI + target agent bevacizumab or cetuximab every 2 weeks + vincristine
C352,drug_combination,7,2,Nivolumab -/kg; vincristine,Nivolumab -/kg + vincristine
C547,drug_combination,7,2,carboplatin; temozolomide,carboplatin + temozolomide
C350,drug_combination,7,2,BRAF inhibitor dabrafenib and MEK inhibitor trametinib; filgrastim,BRAF inhibitor dabrafenib and MEK inhibitor trametinib + filgrastim
C246,drug_combination,7,2,Fimepinostat; filgrastim,Fimepinostat + filgrastim
C253,drug_combination,7,2,Mocetinostat Maintenance Phase + Ipilimumab + Nivolumab; vincristine,Mocetinostat Maintenance Phase + Ipilimumab + Nivolumab + vincristine
C252,drug_combination,7,2,Ipilimumab -/kg; filgrastim,Ipilimumab -/kg + filgrastim
C251,drug_combination,7,2,Serplulimab combined with bevacizumab and first-line chemotherapy; vincristine,Serplulimab combined with bevacizumab and first-line chemotherapy + vincristine
C250,drug_combination,7,2,MK-1775; filgrastim,MK-1775 + filgrastim
C249,drug_combination,7,2,SAHA-Suberoylanilide; filgrastim,SAHA-Suberoylanilide + filgrastim
C248,drug_combination,7,2,***; pegfilgrastim,*** + pegfilgrastim
C247,drug_combination,7,2,FOLFIRI-BEVACIZUMAB; vincristine,FOLFIRI-BEVACIZUMAB + vincristine
C245,drug_combination,7,2,DS-8273a + nivolumab; pegfilgrastim,DS-8273a + nivolumab + pegfilgrastim
C274,drug_combination,7,2,"Imatinib, Fluorouracil, Oxaliplatin, Leucovorin and Bevacizumab; pegfilgrastim","Imatinib, Fluorouracil, Oxaliplatin, Leucovorin and Bevacizumab + pegfilgrastim"
C244,drug_combination,7,2,"Bevacizumab, Everolimus and LBH589; vincristine","Bevacizumab, Everolimus and LBH589 + vincristine"
C243,drug_combination,7,2,Nivolumab and Hyaluronidase-nvhy; pegfilgrastim,Nivolumab and Hyaluronidase-nvhy + pegfilgrastim
C242,drug_combination,7,2,palbociclib; vincristine,palbociclib + vincristine
C241,drug_combination,7,2,albumin-bound paclitaxe combined with bevacizumab biosimilar; filgrastim,albumin-bound paclitaxe combined with bevacizumab biosimilar + filgrastim
C240,drug_combination,7,2,SAHA/Vorinostat; filgrastim,SAHA/Vorinostat + filgrastim
C239,drug_combination,7,2,"Combination, Rogaratinib + palbociclib + fulvestrant; pegfilgrastim","Combination, Rogaratinib + palbociclib + fulvestrant + pegfilgrastim"
C238,drug_combination,7,2,CUDC-907; vincristine,CUDC-907 + vincristine
C254,drug_combination,7,2,Cyclophosphamid; Investigational Chemotherapy (unspecified),Cyclophosphamid + Investigational Chemotherapy (unspecified)
C255,drug_combination,7,2,Placebo - Concentrate; vincristine,Placebo - Concentrate + vincristine
C256,drug_combination,7,2,DFMO; vincristine,DFMO + vincristine
C257,drug_combination,7,2,loncastuximab tesirine; vincristine,loncastuximab tesirine + vincristine
C272,drug_combination,7,2,Cyclophosphamid; nivolumab,Cyclophosphamid + nivolumab
C271,drug_combination,7,2,MK-1775; pegfilgrastim,MK-1775 + pegfilgrastim
C270,drug_combination,7,2,"Combination, Rogaratinib + palbociclib + fulvestrant; vincristine","Combination, Rogaratinib + palbociclib + fulvestrant + vincristine"
C269,drug_combination,7,2,Antibody-Drug Conjugates; vincristine,Antibody-Drug Conjugates + vincristine
C268,drug_combination,7,2,ETBX-071 PSA-based Oncolytic Virus; vincristine,ETBX-071 PSA-based Oncolytic Virus + vincristine
C267,drug_combination,7,2,Dabrafenib and trametinib combination; filgrastim,Dabrafenib and trametinib combination + filgrastim
C266,drug_combination,7,2,Surufatinib plus chemotherapy; filgrastim,Surufatinib plus chemotherapy + filgrastim
C265,drug_combination,7,2,Fimepinostat; pegfilgrastim,Fimepinostat + pegfilgrastim
C264,drug_combination,7,2,131-MIBG + Vorinostat; pegfilgrastim,131-MIBG + Vorinostat + pegfilgrastim
C263,drug_combination,7,2,paclitaxel + everolimus RAD001; vincristine,paclitaxel + everolimus RAD001 + vincristine
C262,drug_combination,7,2,"filgrastim; rituximab, cyclophosphamide, etoposide, prednisone, vorinostat and QOL questionnaire, peg-filgrastim or filgrastim","filgrastim + rituximab, cyclophosphamide, etoposide, prednisone, vorinostat and QOL questionnaire, peg-filgrastim or filgrastim"
C261,drug_combination,7,2,Nivolumab with chemoradiation; vincristine,Nivolumab with chemoradiation + vincristine
C260,drug_combination,7,2,Fenretinide; vincristine,Fenretinide + vincristine
C259,drug_combination,7,2,Cemiplimab REGN2810; pegfilgrastim,Cemiplimab REGN2810 + pegfilgrastim
C258,drug_combination,7,2,filgrastim; loncastuximab tesirine,filgrastim + loncastuximab tesirine
C237,drug_combination,7,2,Antibody-Drug Conjugates; pegfilgrastim,Antibody-Drug Conjugates + pegfilgrastim
C236,drug_combination,7,2,ETBX-071 PSA-based Oncolytic Virus; pegfilgrastim,ETBX-071 PSA-based Oncolytic Virus + pegfilgrastim
C235,drug_combination,7,2,LVGN3616 + LVGN6051 + LVGN7409 + Bevacizumab + Cyclophosphamide; filgrastim,LVGN3616 + LVGN6051 + LVGN7409 + Bevacizumab + Cyclophosphamide + filgrastim
C215,drug_combination,7,2,concurrent capecitabine-based long-term radiotherapy followed by a Regular TME and 6 Cycles XELOX; filgrastim,concurrent capecitabine-based long-term radiotherapy followed by a Regular TME and 6 Cycles XELOX + filgrastim
C213,drug_combination,7,2,ntifier:ADVL0921; pegfilgrastim,ntifier:ADVL0921 + pegfilgrastim
C212,drug_combination,7,2,Indoximod; filgrastim,Indoximod + filgrastim
C211,drug_combination,7,2,filgrastim; two-drug chemotherapy group,filgrastim + two-drug chemotherapy group
C210,drug_combination,7,2,Everolimus Afinitor tablets; pegfilgrastim,Everolimus Afinitor tablets + pegfilgrastim
C209,drug_combination,7,2,Cyclophosphamid; ipilimumab,Cyclophosphamid + ipilimumab
C208,drug_combination,7,2,GM-CSF; Nivestym,GM-CSF + Nivestym
C207,drug_combination,7,2,Leucovorin; Nivestym,Leucovorin + Nivestym
C206,drug_combination,7,2,cytarabine; mesna,cytarabine + mesna
C205,drug_combination,7,2,dactinomycin; triamcinolone,dactinomycin + triamcinolone
C204,drug_combination,7,2,temozolomide; topotecan,temozolomide + topotecan
C203,drug_combination,7,2,G-CSF; Temozolomide capsule,G-CSF + Temozolomide capsule
C202,drug_combination,7,2,leuprolide; leuprolide acetate,leuprolide + leuprolide acetate
C201,drug_combination,7,2,carboplatin; doxorubicin,carboplatin + doxorubicin
C200,drug_combination,7,2,carboplatin; dexrazoxane,carboplatin + dexrazoxane
C349,drug_combination,7,2,tazemetostat hydrobromide; vincristine,tazemetostat hydrobromide + vincristine
C214,drug_combination,7,2,Anti-PD-1 Drugs; vincristine,Anti-PD-1 Drugs + vincristine
C216,drug_combination,7,2,FOLFIRI-BEVACIZUMAB; pegfilgrastim,FOLFIRI-BEVACIZUMAB + pegfilgrastim
C234,drug_combination,7,2,Surufatinib; filgrastim,Surufatinib + filgrastim
C217,drug_combination,7,2,Drug-based intervention; filgrastim,Drug-based intervention + filgrastim
C233,drug_combination,7,2,Cyclophosphamid; dasatinib,Cyclophosphamid + dasatinib
C232,drug_combination,7,2,"capecitabine, oxaliplatin, irinotecan and bevacizumab; filgrastim","capecitabine, oxaliplatin, irinotecan and bevacizumab + filgrastim"
C231,drug_combination,7,2,filgrastim; palbociclib isethionate,filgrastim + palbociclib isethionate
C230,drug_combination,7,2,filgrastim; loncastuximab tesirine-lpyl,filgrastim + loncastuximab tesirine-lpyl
C229,drug_combination,7,2,***; filgrastim,*** + filgrastim
C228,drug_combination,7,2,Trastuzumab+Nivolumab+Gemcitabine+Cisplatin; filgrastim,Trastuzumab+Nivolumab+Gemcitabine+Cisplatin + filgrastim
C227,drug_combination,7,2,SAHA/Vorinostat; vincristine,SAHA/Vorinostat + vincristine
C226,drug_combination,7,2,DS-8273a + nivolumab; filgrastim,DS-8273a + nivolumab + filgrastim
C225,drug_combination,7,2,Bevacizumab Avastin; filgrastim,Bevacizumab Avastin + filgrastim
C223,drug_combination,7,2,Placebo - Concentrate; pegfilgrastim,Placebo - Concentrate + pegfilgrastim
C222,drug_combination,7,2,Serplulimab combined with bevacizumab and first-line chemotherapy; pegfilgrastim,Serplulimab combined with bevacizumab and first-line chemotherapy + pegfilgrastim
C221,drug_combination,7,2,LVGN3616 + LVGN6051 + LVGN7409 + Bevacizumab + Cyclophosphamide; vincristine,LVGN3616 + LVGN6051 + LVGN7409 + Bevacizumab + Cyclophosphamide + vincristine
C220,drug_combination,7,2,pegfilgrastim; trametinib,pegfilgrastim + trametinib
C219,drug_combination,7,2,"capecitabine, oxaliplatin, irinotecan and bevacizumab; vincristine","capecitabine, oxaliplatin, irinotecan and bevacizumab + vincristine"
C218,drug_combination,7,2,fenretinide lipid matrix; pegfilgrastim,fenretinide lipid matrix + pegfilgrastim
C273,drug_combination,7,2,Nivolumab Protocol; vincristine,Nivolumab Protocol + vincristine
C224,drug_combination,7,2,"standard platinum-based concurrent chemoradiotherapy, followed by consolidation with PDR001; vincristine","standard platinum-based concurrent chemoradiotherapy, followed by consolidation with PDR001 + vincristine"
C275,drug_combination,7,2,nivolumab; tretinoin,nivolumab + tretinoin
C331,drug_combination,7,2,ONC201; vincristine,ONC201 + vincristine
C329,drug_combination,7,2,Cyclophosphamide; dasatinib,Cyclophosphamide + dasatinib
C328,drug_combination,7,2,everolimus; filgrastim,everolimus + filgrastim
C327,drug_combination,7,2,trametinib dimethyl sulfoxide; vincristine,trametinib dimethyl sulfoxide + vincristine
C326,drug_combination,7,2,concurrent capecitabine-based long-term radiotherapy followed by 4 cycles XELOX and a delayed TME; pegfilgrastim,concurrent capecitabine-based long-term radiotherapy followed by 4 cycles XELOX and a delayed TME + pegfilgrastim
C325,drug_combination,7,2,AMG386 and bevacizumab; filgrastim,AMG386 and bevacizumab + filgrastim
C324,drug_combination,7,2,Palbociclib125mg; filgrastim,Palbociclib125mg + filgrastim
C323,drug_combination,7,2,PTC596; pegfilgrastim,PTC596 + pegfilgrastim
C322,drug_combination,7,2,Palbociclib100mg; filgrastim,Palbociclib100mg + filgrastim
C321,drug_combination,7,2,Nivolumab maintenance; filgrastim,Nivolumab maintenance + filgrastim
C320,drug_combination,7,2,AZD1775; vincristine,AZD1775 + vincristine
C319,drug_combination,7,2,Drugs Approved for Conditions Related to Cancer; vincristine,Drugs Approved for Conditions Related to Cancer + vincristine
C318,drug_combination,7,2,pegfilgrastim; tazemetostat hydrobromide,pegfilgrastim + tazemetostat hydrobromide
C317,drug_combination,7,2,Adjuvant Atezolizumab-Bevacizumab Therapy; pegfilgrastim,Adjuvant Atezolizumab-Bevacizumab Therapy + pegfilgrastim
C316,drug_combination,7,2,Bevacizumab-IRDye800CW; pegfilgrastim,Bevacizumab-IRDye800CW + pegfilgrastim
C315,drug_combination,7,2,everolimus; vincristine,everolimus + vincristine
C330,drug_combination,7,2,"pegfilgrastim; standard platinum-based concurrent chemoradiotherapy, followed by consolidation with PDR001","pegfilgrastim + standard platinum-based concurrent chemoradiotherapy, followed by consolidation with PDR001"
C332,drug_combination,7,2,Trametinib placebo; vincristine,Trametinib placebo + vincristine
C313,drug_combination,7,2,AMG386 and bevacizumab; vincristine,AMG386 and bevacizumab + vincristine
C333,drug_combination,7,2,IV FOLFIRI+ target agent bevacizumab or cetuximab every 2 weeks; vincristine,IV FOLFIRI+ target agent bevacizumab or cetuximab every 2 weeks + vincristine
C276,drug_combination,7,2,Oncaspar; vincristine,Oncaspar + vincristine
C348,drug_combination,7,2,IV FOLFIRI+ target agent bevacizumab or cetuximab every 2 weeks; filgrastim,IV FOLFIRI+ target agent bevacizumab or cetuximab every 2 weeks + filgrastim
C347,drug_combination,7,2,tazemetostat; vincristine,tazemetostat + vincristine
C346,drug_combination,7,2,Cyclophosphamide; Investigational Chemotherapy (unspecified),Cyclophosphamide + Investigational Chemotherapy (unspecified)
C345,drug_combination,7,2,Adjuvant Atezolizumab-Bevacizumab Therapy; vincristine,Adjuvant Atezolizumab-Bevacizumab Therapy + vincristine
C344,drug_combination,7,2,palbociclib isethionate; vincristine,palbociclib isethionate + vincristine
C343,drug_combination,7,2,"Combination of Gemcitabine, Oxaliplatin, Sintilimab and Bevacizumab; vincristine","Combination of Gemcitabine, Oxaliplatin, Sintilimab and Bevacizumab + vincristine"
C342,drug_combination,7,2,Chemo with concomitant Capecitabine and KD018; vincristine,Chemo with concomitant Capecitabine and KD018 + vincristine
C341,drug_combination,7,2,TAK-580; vincristine,TAK-580 + vincristine
C340,drug_combination,7,2,Relatlimab FDC + Nivolumab; filgrastim,Relatlimab FDC + Nivolumab + filgrastim
C339,drug_combination,7,2,Palbociclib125mg; pegfilgrastim,Palbociclib125mg + pegfilgrastim
C338,drug_combination,7,2,Trifluridine/tipiracil + bevacizumab; vincristine,Trifluridine/tipiracil + bevacizumab + vincristine
C337,drug_combination,7,2,filgrastim; tazemetostat,filgrastim + tazemetostat
C335,drug_combination,7,2,LVGN3616 + LVGN6051 + Bevacizumab + Cyclophosphamide; vincristine,LVGN3616 + LVGN6051 + Bevacizumab + Cyclophosphamide + vincristine
C334,drug_combination,7,2,Pemetrexed and Gemcitabine plus Bevacizumab; vincristine,Pemetrexed and Gemcitabine plus Bevacizumab + vincristine
C314,drug_combination,7,2,DIFLUOROMETHYLORNITHINE; pegfilgrastim,DIFLUOROMETHYLORNITHINE + pegfilgrastim
C336,drug_combination,7,2,Recombinant oncolytic herpes simplex virus type Ⅰ R130; filgrastim,Recombinant oncolytic herpes simplex virus type Ⅰ R130 + filgrastim
C312,drug_combination,7,2,trametinib; tretinoin,trametinib + tretinoin
C285,drug_combination,7,2,Cemiplimab REGN2810; vincristine,Cemiplimab REGN2810 + vincristine
C292,drug_combination,7,2,Nivolumab induction; filgrastim,Nivolumab induction + filgrastim
C291,drug_combination,7,2,Surufatinib and Serplulimab; pegfilgrastim,Surufatinib and Serplulimab + pegfilgrastim
C290,drug_combination,7,2,filgrastim; selinexor,filgrastim + selinexor
C289,drug_combination,7,2,Anlotinib hydrochloride capsule Combined With Concurrent Chemoradiotherapy; pegfilgrastim,Anlotinib hydrochloride capsule Combined With Concurrent Chemoradiotherapy + pegfilgrastim
C288,drug_combination,7,2,carboplatin paclitaxel bevacizumab; filgrastim,carboplatin paclitaxel bevacizumab + filgrastim
C287,drug_combination,7,2,1A46 Drug Substance; filgrastim,1A46 Drug Substance + filgrastim
C286,drug_combination,7,2,Drugs Approved for Childhood Cancers; pegfilgrastim,Drugs Approved for Childhood Cancers + pegfilgrastim
C283,drug_combination,7,2,Nivolumab and Relatlimab-rmbw; pegfilgrastim,Nivolumab and Relatlimab-rmbw + pegfilgrastim
C294,drug_combination,7,2,SAHA(Suberoylanilide; filgrastim,SAHA(Suberoylanilide + filgrastim
C282,drug_combination,7,2,Dabrafenib and trametinib combination; pegfilgrastim,Dabrafenib and trametinib combination + pegfilgrastim
C281,drug_combination,7,2,Nivolumab & Ipilimumab; filgrastim,Nivolumab & Ipilimumab + filgrastim
C280,drug_combination,7,2,filgrastim; vorinostat,filgrastim + vorinostat
C279,drug_combination,7,2,Three-drug chemotherapy group; vincristine,Three-drug chemotherapy group + vincristine
C311,drug_combination,7,2,LVGN3616 + LVGN6051 + Bevacizumab + Cyclophosphamide; pegfilgrastim,LVGN3616 + LVGN6051 + Bevacizumab + Cyclophosphamide + pegfilgrastim
C278,drug_combination,7,2,bevacizumab; mesna,bevacizumab + mesna
C277,drug_combination,7,2,two-drug chemotherapy group; vincristine,two-drug chemotherapy group + vincristine
C293,drug_combination,7,2,Oncolytic virus VRT106; filgrastim,Oncolytic virus VRT106 + filgrastim
C284,drug_combination,7,2,Combination drug; vincristine,Combination drug + vincristine
C295,drug_combination,7,2,Drugs Approved for Conditions Related to Cancer; pegfilgrastim,Drugs Approved for Conditions Related to Cancer + pegfilgrastim
C302,drug_combination,7,2,Cyclophosphamide; ipilimumab,Cyclophosphamide + ipilimumab
