drug_id,alias,alias_type,source,source_ref,normalized_key
,NKG2D-specific CAR T cells KD-025,nci_alias,NCI_DD_INV,,nkg2dspecificcartcellskd025
,AXL/ FLT3/VEGFR2 inhibitor KC1036,investigational_name,NCI_DD_INV,,axlflt3vegfr2inhibitorkc1036
,KC 1036,nci_alias,NCI_DD_INV,,kc1036
,KC-1036,nci_alias,NCI_DD_INV,,kc1036
,KC1036,nci_alias,NCI_DD_INV,,kc1036
,belumosudil,investigational_name,NCI_DD_INV,,belumosudil
,KD025,nci_alias,NCI_DD_INV,,kd025
,SLx-2119,nci_alias,NCI_DD_INV,,slx2119
,SLx 2119,nci_alias,NCI_DD_INV,,slx2119
,SLx2119,nci_alias,NCI_DD_INV,,slx2119
,rho-associated coiled-coil kinase 2 inhibitor KD025,nci_alias,NCI_DD_INV,,rhoassociatedcoiledcoilkinase2inhibitorkd025
,KD-025,nci_alias,NCI_DD_INV,,kd025
,ROCK-II inhibitor KD025,nci_alias,NCI_DD_INV,,rockiiinhibitorkd025
,KD 025,nci_alias,NCI_DD_INV,,kd025
,2-[3-[4-(1H-indazol-5-ylamino)-2-quinazolinyl]phenoxy]-N-(1-methylethyl)-acetamide,nci_alias,NCI_DD_INV,,2341hindazol5ylamino2quinazolinylphenoxyn1methylethylacetamide
,911417-87-3,nci_alias,NCI_DD_INV,,911417873
,ROCK2 inhibitor KD025,nci_alias,NCI_DD_INV,,rock2inhibitorkd025
,CD38-targeting antibody recruiting molecule KP1237,investigational_name,NCI_DD_INV,,cd38targetingantibodyrecruitingmoleculekp1237
,CD38-ARM KP1237,nci_alias,NCI_DD_INV,,cd38armkp1237
,KP-1237,nci_alias,NCI_DD_INV,,kp1237
,ARM KP1237,nci_alias,NCI_DD_INV,,armkp1237
,KP 1237,nci_alias,NCI_DD_INV,,kp1237
,CD38-targeting ARM KP1237,nci_alias,NCI_DD_INV,,cd38targetingarmkp1237
,CD38-targeting antibody redirecting molecule KP1237,nci_alias,NCI_DD_INV,,cd38targetingantibodyredirectingmoleculekp1237
,CD80-Fc fusion protein KM602,investigational_name,NCI_DD_INV,,cd80fcfusionproteinkm602
,KM602,nci_alias,NCI_DD_INV,,km602
,KM 602,nci_alias,NCI_DD_INV,,km602
,KM-602,nci_alias,NCI_DD_INV,,km602
,XZP-KM602,nci_alias,NCI_DD_INV,,xzpkm602
,CDK9 inhibitor KB-0742,investigational_name,NCI_DD_INV,,cdk9inhibitorkb0742
,KB-0742,nci_alias,NCI_DD_INV,,kb0742
,cyclin-dependent kinase 9 inhibitor KB-0742,nci_alias,NCI_DD_INV,,cyclindependentkinase9inhibitorkb0742
,KB0742,nci_alias,NCI_DD_INV,,kb0742
,KB 0742,nci_alias,NCI_DD_INV,,kb0742
,ceramide nanoliposome,investigational_name,NCI_DD_INV,,ceramidenanoliposome
,CNL,nci_alias,NCI_DD_INV,,cnl
,KN 001,nci_alias,NCI_DD_INV,,kn001
,KN-001,nci_alias,NCI_DD_INV,,kn001
,KN-01,nci_alias,NCI_DD_INV,,kn01
,nanoliposomal ceramide,nci_alias,NCI_DD_INV,,nanoliposomalceramide
,Chinese herbal formulation PHY906,investigational_name,NCI_DD_INV,,chineseherbalformulationphy906
,KD018,nci_alias,NCI_DD_INV,,kd018
,YIV-906,nci_alias,NCI_DD_INV,,yiv906
,YIV906,nci_alias,NCI_DD_INV,,yiv906
,YIV 906,nci_alias,NCI_DD_INV,,yiv906
,KD-018,nci_alias,NCI_DD_INV,,kd018
,PHY906,nci_alias,NCI_DD_INV,,phy906
,TCM PHY906,nci_alias,NCI_DD_INV,,tcmphy906
,CRL4-CRBN modulator KPG-818,investigational_name,NCI_DD_INV,,crl4crbnmodulatorkpg818
,KPG-818,nci_alias,NCI_DD_INV,,kpg818
,KPG818,nci_alias,NCI_DD_INV,,kpg818
,KPG 818,nci_alias,NCI_DD_INV,,kpg818
,cereblon E3 ubiquitin ligase modulating agent KPG-818,nci_alias,NCI_DD_INV,,cereblone3ubiquitinligasemodulatingagentkpg818
,CRBN E3 ubiquitin ligase complex CRL4-CRBN modulator KPG-818,nci_alias,NCI_DD_INV,,crbne3ubiquitinligasecomplexcrl4crbnmodulatorkpg818
,elenestinib,investigational_name,NCI_DD_INV,,elenestinib
,BLU-263,nci_alias,NCI_DD_INV,,blu263
,BLU263,nci_alias,NCI_DD_INV,,blu263
,BLU 263,nci_alias,NCI_DD_INV,,blu263
,D816V-mutant KIT inhibitor BLU-263,nci_alias,NCI_DD_INV,,d816vmutantkitinhibitorblu263
,2505078-08-8,nci_alias,NCI_DD_INV,,2505078088
,KIT D816V mutant-selective inhibitor BLU-263,nci_alias,NCI_DD_INV,,kitd816vmutantselectiveinhibitorblu263
,elironrasib,investigational_name,NCI_DD_INV,,elironrasib
,RMC-6291,nci_alias,NCI_DD_INV,,rmc6291
,RMC6291,nci_alias,NCI_DD_INV,,rmc6291
,RMC 6291,nci_alias,NCI_DD_INV,,rmc6291
,KRAS-G12C(ON) inhibitor RMC-6291,nci_alias,NCI_DD_INV,,krasg12coninhibitorrmc6291
,KRAS G12C(ON) inhibitor RMC-6291,nci_alias,NCI_DD_INV,,krasg12coninhibitorrmc6291
,2641998-63-0,nci_alias,NCI_DD_INV,,2641998630
,KRAS G12C inhibitor RMC-6291,nci_alias,NCI_DD_INV,,krasg12cinhibitorrmc6291
,eltanexor,investigational_name,NCI_DD_INV,,eltanexor
,ATG 016,nci_alias,NCI_DD_INV,,atg016
,exportin 1 inhibitor KPT-8602,nci_alias,NCI_DD_INV,,exportin1inhibitorkpt8602
,XPO1-inhibiting SINE compound KPT-8602,nci_alias,NCI_DD_INV,,xpo1inhibitingsinecompoundkpt8602
,selective inhibitor of nuclear export KPT-8602,nci_alias,NCI_DD_INV,,selectiveinhibitorofnuclearexportkpt8602
,KPT-8602,nci_alias,NCI_DD_INV,,kpt8602
,"(2E)-3-(3-(3,5-bis(trifluoromethyl)phenyl)-1H-1,2,4-triazol-1-yl)-2-(pyrimidin-5-yl)prop-2-enamide",nci_alias,NCI_DD_INV,,2e3335bistrifluoromethylphenyl1h124triazol1yl2pyrimidin5ylprop2enamide
,1642300-52-4,nci_alias,NCI_DD_INV,,1642300524
,ATG-016,nci_alias,NCI_DD_INV,,atg016
,ATG016,nci_alias,NCI_DD_INV,,atg016
,entinostat,investigational_name,NCI_DD_INV,,entinostat
,SNDX-275,nci_alias,NCI_DD_INV,,sndx275
,"carbamic acid, N-[[4-[[(2-aminophenyl)amino]carbonyl]phenyl]methyl]-, 3- pyridinylmethyl ester",nci_alias,NCI_DD_INV,,carbamicacidn42aminophenylaminocarbonylphenylmethyl3pyridinylmethylester
,pyridin-3-ylmethyl ({4-[(2-aminophenyl)carbamoyl]phenyl}methyl)carbamate,nci_alias,NCI_DD_INV,,pyridin3ylmethyl42aminophenylcarbamoylphenylmethylcarbamate
,HDAC inhibitor SNDX-275,nci_alias,NCI_DD_INV,,hdacinhibitorsndx275
,MS 275,nci_alias,NCI_DD_INV,,ms275
,MS-275,nci_alias,NCI_DD_INV,,ms275
,61198,nci_alias,NCI_DD_INV,,61198
,706995,nci_alias,NCI_DD_INV,,706995
,209783-80-2,nci_alias,NCI_DD_INV,,209783802
,KHK2375,nci_alias,NCI_DD_INV,,khk2375
,epothilone D,investigational_name,NCI_DD_INV,,epothiloned
,desoxyepothilone B,nci_alias,NCI_DD_INV,,desoxyepothiloneb
,KOS-862,nci_alias,NCI_DD_INV,,kos862
,"(4S-(4R*,7S,8R*,9R*,13Z,16R*(E)))-4,8-Dihydroxy-5,5,7,9,13-pentamethyl-16-(1-methyl-2-(2-methyl-4-thiazolyl)ethenyl)oxacyclohexadec-13-ene-2,6-dione",nci_alias,NCI_DD_INV,,4s4r7s8r9r13z16re48dihydroxy557913pentamethyl161methyl22methyl4thiazolylethenyloxacyclohexadec13ene26dione
,"12,13-Deoxyepothilone B",nci_alias,NCI_DD_INV,,1213deoxyepothiloneb
,KOS 862,nci_alias,NCI_DD_INV,,kos862
,703147,nci_alias,NCI_DD_INV,,703147
,189453-10-9,nci_alias,NCI_DD_INV,,189453109
,epothilone KOS-1584,investigational_name,NCI_DD_INV,,epothilonekos1584
,KOS-1584,nci_alias,NCI_DD_INV,,kos1584
,"9,10-didehydroepothilone D",nci_alias,NCI_DD_INV,,910didehydroepothiloned
,erfonrilimab,investigational_name,NCI_DD_INV,,erfonrilimab
,anti-PD-L1/anti-CTLA-4 bispecific antibody KN046,nci_alias,NCI_DD_INV,,antipdl1antictla4bispecificantibodykn046
,KN046,nci_alias,NCI_DD_INV,,kn046
,anti-PD-L1 x CTLA-4 bispecific antibody KN046,nci_alias,NCI_DD_INV,,antipdl1xctla4bispecificantibodykn046
,KN-046,nci_alias,NCI_DD_INV,,kn046
,anti-PD-L1/CTLA-4 bispecific antibody KN046,nci_alias,NCI_DD_INV,,antipdl1ctla4bispecificantibodykn046
,KN 046,nci_alias,NCI_DD_INV,,kn046
,2367013-69-0,nci_alias,NCI_DD_INV,,2367013690
,ERK1/2 inhibitor KO-947,investigational_name,NCI_DD_INV,,erk12inhibitorko947
,KO 947,nci_alias,NCI_DD_INV,,ko947
,KO947,nci_alias,NCI_DD_INV,,ko947
,KO-947,nci_alias,NCI_DD_INV,,ko947
,extracellular signal-regulated kinase 1/2 inhibitor KO-947,nci_alias,NCI_DD_INV,,extracellularsignalregulatedkinase12inhibitorko947
,ERK inhibitor KO-947,nci_alias,NCI_DD_INV,,erkinhibitorko947
,etelcalcetide,investigational_name,NCI_DD_INV,,etelcalcetide
,AMG 416,nci_alias,NCI_DD_INV,,amg416
,KAI 4169,nci_alias,NCI_DD_INV,,kai4169
,KAI-4169,nci_alias,NCI_DD_INV,,kai4169
,KAI4169,nci_alias,NCI_DD_INV,,kai4169
,Parsabiv,nci_alias,NCI_DD_INV,,parsabiv
,velcalcetide,nci_alias,NCI_DD_INV,,velcalcetide
,1262780-97-1,nci_alias,NCI_DD_INV,,1262780971
,N-acetyl-D-cysteinyl-S-(L-cysteine disulfide)-D-alanyl-D-arginyl-D-arginyl-D-arginyl-D-alanyl-D-argininamide,nci_alias,NCI_DD_INV,,nacetyldcysteinylslcysteinedisulfidedalanyldarginyldarginyldarginyldalanyldargininamide
,evocalcet,investigational_name,NCI_DD_INV,,evocalcet
,KHK7580,nci_alias,NCI_DD_INV,,khk7580
,"benzeneacetic acid, 4-((3S)-3-(((1R)-1-(1-naphthalenyl)ethyl)amino)-1-pyrrolidinyl)-",nci_alias,NCI_DD_INV,,benzeneaceticacid43s31r11naphthalenylethylamino1pyrrolidinyl
,MT-4580,nci_alias,NCI_DD_INV,,mt4580
,Orkedia,nci_alias,NCI_DD_INV,,orkedia
,870964-67-3,nci_alias,NCI_DD_INV,,870964673
,fexagratinib,investigational_name,NCI_DD_INV,,fexagratinib
,AZD4547,nci_alias,NCI_DD_INV,,azd4547
,FGFR inhibitor AZD4547,nci_alias,NCI_DD_INV,,fgfrinhibitorazd4547
,1035270-39-3,nci_alias,NCI_DD_INV,,1035270393
,ABSK-091,nci_alias,NCI_DD_INV,,absk091
,ABSK091,nci_alias,NCI_DD_INV,,absk091
,KB-74810,nci_alias,NCI_DD_INV,,kb74810
,FLT3/ABL/Aurora kinase inhibitor KW-2449,investigational_name,NCI_DD_INV,,flt3ablaurorakinaseinhibitorkw2449
,841258-76-2,nci_alias,NCI_DD_INV,,841258762
,KW-2449,nci_alias,NCI_DD_INV,,kw2449
,FLT3/KIT/VEGFR2/PDGFRB inhibitor ETN101,investigational_name,NCI_DD_INV,,flt3kitvegfr2pdgfrbinhibitoretn101
,ETN 101,nci_alias,NCI_DD_INV,,etn101
,ETN-101,nci_alias,NCI_DD_INV,,etn101
,ETN101,nci_alias,NCI_DD_INV,,etn101
,FLT3/c-Kit/VEGFR2/PDGFR-beta inhibitor ETN101,nci_alias,NCI_DD_INV,,flt3ckitvegfr2pdgfrbetainhibitoretn101
,kinase inhibitor ETN101,nci_alias,NCI_DD_INV,,kinaseinhibitoretn101
,Gintemetostat,investigational_name,NCI_DD_INV,,gintemetostat
,KTX-1001,nci_alias,NCI_DD_INV,,ktx1001
,KTX1001,nci_alias,NCI_DD_INV,,ktx1001
,KTX 1001,nci_alias,NCI_DD_INV,,ktx1001
,MMSET inhibitor KTX-1001,nci_alias,NCI_DD_INV,,mmsetinhibitorktx1001
,WHSC1 inhibitor KTX-1001,nci_alias,NCI_DD_INV,,whsc1inhibitorktx1001
,2604513-16-6,nci_alias,NCI_DD_INV,,2604513166
,NSD2 Inhibitor KTX-1001,nci_alias,NCI_DD_INV,,nsd2inhibitorktx1001
,haploidentical natural killer cells K-NK002,investigational_name,NCI_DD_INV,,haploidenticalnaturalkillercellsknk002
,haploidentical NK cells K-NK002,nci_alias,NCI_DD_INV,,haploidenticalnkcellsknk002
,haploidentical NKs K-NK002,nci_alias,NCI_DD_INV,,haploidenticalnksknk002
,K-NK 002,nci_alias,NCI_DD_INV,,knk002
,K-NK-002,nci_alias,NCI_DD_INV,,knk002
,NK cells K-NK002,nci_alias,NCI_DD_INV,,nkcellsknk002
,IDH1 inhibitor KY100001,investigational_name,NCI_DD_INV,,idh1inhibitorky100001
,KY100001,nci_alias,NCI_DD_INV,,ky100001
,KY 100001,nci_alias,NCI_DD_INV,,ky100001
,KY-100001,nci_alias,NCI_DD_INV,,ky100001
,mutant IDH1 inhibitor KY100001,nci_alias,NCI_DD_INV,,mutantidh1inhibitorky100001
,mutant-selective IDH1 inhibitor KY100001,nci_alias,NCI_DD_INV,,mutantselectiveidh1inhibitorky100001
,IDO1 inhibitor KHK2455,investigational_name,NCI_DD_INV,,ido1inhibitorkhk2455
,KHK2455,nci_alias,NCI_DD_INV,,khk2455
,KHK 2455,nci_alias,NCI_DD_INV,,khk2455
,IDO-1 inhibitor KHK2455,nci_alias,NCI_DD_INV,,ido1inhibitorkhk2455
,IL-12-Fc fusion protein KGX101,investigational_name,NCI_DD_INV,,il12fcfusionproteinkgx101
,IL-12 Fc fusion protein KGX101,nci_alias,NCI_DD_INV,,il12fcfusionproteinkgx101
,KGX 101,nci_alias,NCI_DD_INV,,kgx101
,KGX-101,nci_alias,NCI_DD_INV,,kgx101
,KGX101,nci_alias,NCI_DD_INV,,kgx101
,IRDye800CW-labeled heptapeptide KSP-910638G,investigational_name,NCI_DD_INV,,irdye800cwlabeledheptapeptideksp910638g
,KSP-910638G,nci_alias,NCI_DD_INV,,ksp910638g
,KSP heptapeptide,nci_alias,NCI_DD_INV,,kspheptapeptide
,KSP-910638G heptapeptide,nci_alias,NCI_DD_INV,,ksp910638gheptapeptide
,iso-fludelone,investigational_name,NCI_DD_INV,,isofludelone
,KOS-1803,nci_alias,NCI_DD_INV,,kos1803
,17-iso-oxazole-fludelone,nci_alias,NCI_DD_INV,,17isooxazolefludelone
,"17-iso-oxazole-26-F3-9,10-dehydro-12,13-desoxy-epothilone B",nci_alias,NCI_DD_INV,,17isooxazole26f3910dehydro1213desoxyepothiloneb
,kallikrein inhibitor MDPK67b,investigational_name,NCI_DD_INV,,kallikreininhibitormdpk67b
,MDPK67b,nci_alias,NCI_DD_INV,,mdpk67b
,MDPK 67b,nci_alias,NCI_DD_INV,,mdpk67b
,MDPK-67b,nci_alias,NCI_DD_INV,,mdpk67b
,KLK inhibitor MDPK67b,nci_alias,NCI_DD_INV,,klkinhibitormdpk67b
,kanitinib,investigational_name,NCI_DD_INV,,kanitinib
,CX1003,nci_alias,NCI_DD_INV,,cx1003
,CX-1003,nci_alias,NCI_DD_INV,,cx1003
,CX 1003,nci_alias,NCI_DD_INV,,cx1003
,KAT2A/KAT2B degrader AUTX-703,investigational_name,NCI_DD_INV,,kat2akat2bdegraderautx703
,AUTX 703,nci_alias,NCI_DD_INV,,autx703
,AUTX-703,nci_alias,NCI_DD_INV,,autx703
,AUTX703,nci_alias,NCI_DD_INV,,autx703
,KAT2A/B protein degrader AUTX-703,nci_alias,NCI_DD_INV,,kat2abproteindegraderautx703
,KAT2A/KAT2B protein degrader AUTX-703,nci_alias,NCI_DD_INV,,kat2akat2bproteindegraderautx703
,KAT6 inhibitor MEN2312,investigational_name,NCI_DD_INV,,kat6inhibitormen2312
,KAT6A/B inhibitor MEN2312,nci_alias,NCI_DD_INV,,kat6abinhibitormen2312
,KAT6A/KAT6B inhibitor MEN2312,nci_alias,NCI_DD_INV,,kat6akat6binhibitormen2312
,MEN 2312,nci_alias,NCI_DD_INV,,men2312
,MEN-2312,nci_alias,NCI_DD_INV,,men2312
,MEN2312,nci_alias,NCI_DD_INV,,men2312
,KAT6 inhibitor PF-07248144,investigational_name,NCI_DD_INV,,kat6inhibitorpf07248144
,PF-07248144,nci_alias,NCI_DD_INV,,pf07248144
,PF 07248144,nci_alias,NCI_DD_INV,,pf07248144
,PF07248144,nci_alias,NCI_DD_INV,,pf07248144
,KDM4 inhibitor TACH101,investigational_name,NCI_DD_INV,,kdm4inhibitortach101
,TACH101,nci_alias,NCI_DD_INV,,tach101
,histone lysine demethylase 4 inhibitor TACH101,nci_alias,NCI_DD_INV,,histonelysinedemethylase4inhibitortach101
,TACH 101,nci_alias,NCI_DD_INV,,tach101
,TACH-101,nci_alias,NCI_DD_INV,,tach101
,QC8222,nci_alias,NCI_DD_INV,,qc8222
,QC 8222,nci_alias,NCI_DD_INV,,qc8222
,QC-8222,nci_alias,NCI_DD_INV,,qc8222
,ketamine/amitriptyline NP-H cream,investigational_name,NCI_DD_INV,,ketamineamitriptylinenphcream
,EpiCept NP-1,nci_alias,NCI_DD_INV,,epiceptnp1
,keynatinib,investigational_name,NCI_DD_INV,,keynatinib
,TL007,nci_alias,NCI_DD_INV,,tl007
,TL-007,nci_alias,NCI_DD_INV,,tl007
,TL 007,nci_alias,NCI_DD_INV,,tl007
,KIF18A inhibitor GH2616,investigational_name,NCI_DD_INV,,kif18ainhibitorgh2616
,GH 2616,nci_alias,NCI_DD_INV,,gh2616
,GH-2616,nci_alias,NCI_DD_INV,,gh2616
,GH2616,nci_alias,NCI_DD_INV,,gh2616
,KIF18A inhibitor VLS-1488,investigational_name,NCI_DD_INV,,kif18ainhibitorvls1488
,VLS-1488,nci_alias,NCI_DD_INV,,vls1488
,VLS1488,nci_alias,NCI_DD_INV,,vls1488
,VLS 1488,nci_alias,NCI_DD_INV,,vls1488
,kinase inhibitor TQB3912,investigational_name,NCI_DD_INV,,kinaseinhibitortqb3912
,TQB3912,nci_alias,NCI_DD_INV,,tqb3912
,TQB 3912,nci_alias,NCI_DD_INV,,tqb3912
,TQB-3912,nci_alias,NCI_DD_INV,,tqb3912
,protein kinase inhibitor TQB3912,nci_alias,NCI_DD_INV,,proteinkinaseinhibitortqb3912
,kinase inhibitor UCT-01-097,investigational_name,NCI_DD_INV,,kinaseinhibitoruct01097
,UCT 01-097,nci_alias,NCI_DD_INV,,uct01097
,UCT-01-097,nci_alias,NCI_DD_INV,,uct01097
,KIT-mutant inhibitor DCC-3009,investigational_name,NCI_DD_INV,,kitmutantinhibitordcc3009
,c-KIT inhibitor DCC-3009,nci_alias,NCI_DD_INV,,ckitinhibitordcc3009
,DCC 3009,nci_alias,NCI_DD_INV,,dcc3009
,DCC-3009,nci_alias,NCI_DD_INV,,dcc3009
,DCC3009,nci_alias,NCI_DD_INV,,dcc3009
,pan-exon mutant KIT inhibitor DCC-3009,nci_alias,NCI_DD_INV,,panexonmutantkitinhibitordcc3009
,KRAS G12C inhibitor BBO-8520,investigational_name,NCI_DD_INV,,krasg12cinhibitorbbo8520
,BBO 8520,nci_alias,NCI_DD_INV,,bbo8520
,BBO-8520,nci_alias,NCI_DD_INV,,bbo8520
,BBO8520,nci_alias,NCI_DD_INV,,bbo8520
,KRAS G12C (ON) inhibitor BBO-8520,nci_alias,NCI_DD_INV,,krasg12coninhibitorbbo8520
,KRAS G12C (ON)/KRAS G12C (OFF) inhibitor BBO-8520,nci_alias,NCI_DD_INV,,krasg12conkrasg12coffinhibitorbbo8520
,KRAS G12C inhibitor BEBT-607,investigational_name,NCI_DD_INV,,krasg12cinhibitorbebt607
,BEBT 607,nci_alias,NCI_DD_INV,,bebt607
,BEBT-607,nci_alias,NCI_DD_INV,,bebt607
,BEBT607,nci_alias,NCI_DD_INV,,bebt607
,KRAS G12C inhibitor BI 1823911,investigational_name,NCI_DD_INV,,krasg12cinhibitorbi1823911
,BI 1823911,nci_alias,NCI_DD_INV,,bi1823911
,BI1823911,nci_alias,NCI_DD_INV,,bi1823911
,BI-1823911,nci_alias,NCI_DD_INV,,bi1823911
,KRAS G12C inhibitor BPI-421286,investigational_name,NCI_DD_INV,,krasg12cinhibitorbpi421286
,BPI-421286,nci_alias,NCI_DD_INV,,bpi421286
,BPI421286,nci_alias,NCI_DD_INV,,bpi421286
,BPI 421286,nci_alias,NCI_DD_INV,,bpi421286
,KRAS inhibitor BPI-421286,nci_alias,NCI_DD_INV,,krasinhibitorbpi421286
,KRAS G12C inhibitor FMC-376,investigational_name,NCI_DD_INV,,krasg12cinhibitorfmc376
,FMC 376,nci_alias,NCI_DD_INV,,fmc376
,FMC-376,nci_alias,NCI_DD_INV,,fmc376
,FMC376,nci_alias,NCI_DD_INV,,fmc376
,KRAS G12C (ON) and (OFF) states inhibitor FMC-376,nci_alias,NCI_DD_INV,,krasg12conandoffstatesinhibitorfmc376
,KRAS G12C (ON)/KRAS G12C (OFF) inhibitor FMC-376,nci_alias,NCI_DD_INV,,krasg12conkrasg12coffinhibitorfmc376
,KRAS G12C inhibitor GEC-255,investigational_name,NCI_DD_INV,,krasg12cinhibitorgec255
,GEC-255,nci_alias,NCI_DD_INV,,gec255
,GEC255,nci_alias,NCI_DD_INV,,gec255
,GEC 255,nci_alias,NCI_DD_INV,,gec255
,KRAS G12C inhibitor GH35,investigational_name,NCI_DD_INV,,krasg12cinhibitorgh35
,GH35,nci_alias,NCI_DD_INV,,gh35
,GH-35,nci_alias,NCI_DD_INV,,gh35
,GH 35,nci_alias,NCI_DD_INV,,gh35
,KRAS G12C inhibitor HBI-2438,investigational_name,NCI_DD_INV,,krasg12cinhibitorhbi2438
,HBI-2438,nci_alias,NCI_DD_INV,,hbi2438
,HBI2438,nci_alias,NCI_DD_INV,,hbi2438
,HBI 2438,nci_alias,NCI_DD_INV,,hbi2438
,KRAS G12C inhibitor HS-10370,investigational_name,NCI_DD_INV,,krasg12cinhibitorhs10370
,HS-10370,nci_alias,NCI_DD_INV,,hs10370
,HS10370,nci_alias,NCI_DD_INV,,hs10370
,HS 10370,nci_alias,NCI_DD_INV,,hs10370
,KRAS G12C inhibitor HYP-2090PTSA,investigational_name,NCI_DD_INV,,krasg12cinhibitorhyp2090ptsa
,HYP-2090PTSA,nci_alias,NCI_DD_INV,,hyp2090ptsa
,HYP2090PTSA,nci_alias,NCI_DD_INV,,hyp2090ptsa
,HYP 2090PTSA,nci_alias,NCI_DD_INV,,hyp2090ptsa
,PI3K/KRAS G12C inhibitor HYP-2090PTSA,nci_alias,NCI_DD_INV,,pi3kkrasg12cinhibitorhyp2090ptsa
,KRAS G12C inhibitor IBI351,investigational_name,NCI_DD_INV,,krasg12cinhibitoribi351
,GFH925,nci_alias,NCI_DD_INV,,gfh925
,GFH-925,nci_alias,NCI_DD_INV,,gfh925
,IBI351,nci_alias,NCI_DD_INV,,ibi351
,GFH 925,nci_alias,NCI_DD_INV,,gfh925
,IBI 351,nci_alias,NCI_DD_INV,,ibi351
,IBI-351,nci_alias,NCI_DD_INV,,ibi351
,KRAS G12C inhibitor GFH925,nci_alias,NCI_DD_INV,,krasg12cinhibitorgfh925
,KRAS G12C inhibitor LY3499446,investigational_name,NCI_DD_INV,,krasg12cinhibitorly3499446
,LY3499446,nci_alias,NCI_DD_INV,,ly3499446
,LY 3499446,nci_alias,NCI_DD_INV,,ly3499446
,LY-3499446,nci_alias,NCI_DD_INV,,ly3499446
,KRAS-G12C inhibitor LY3499446,nci_alias,NCI_DD_INV,,krasg12cinhibitorly3499446
,Kras G12C inhibitor MK-1084,investigational_name,NCI_DD_INV,,krasg12cinhibitormk1084
,MK-1084,nci_alias,NCI_DD_INV,,mk1084
,MK1084,nci_alias,NCI_DD_INV,,mk1084
,MK 1084,nci_alias,NCI_DD_INV,,mk1084
,KRAS G12C inhibitor YL-15293,investigational_name,NCI_DD_INV,,krasg12cinhibitoryl15293
,YL-15293,nci_alias,NCI_DD_INV,,yl15293
,YL 15293,nci_alias,NCI_DD_INV,,yl15293
,YL15293,nci_alias,NCI_DD_INV,,yl15293
,KRAS G12C inhibitor ZG19018,investigational_name,NCI_DD_INV,,krasg12cinhibitorzg19018
,ZG19018,nci_alias,NCI_DD_INV,,zg19018
,ZG-19018,nci_alias,NCI_DD_INV,,zg19018
,ZG 19018,nci_alias,NCI_DD_INV,,zg19018
,KRAS G12D degrader ASP3082,investigational_name,NCI_DD_INV,,krasg12ddegraderasp3082
,ASP 3082,nci_alias,NCI_DD_INV,,asp3082
,ASP-3082,nci_alias,NCI_DD_INV,,asp3082
,ASP3082,nci_alias,NCI_DD_INV,,asp3082
,KRAS-G12D-targeting Protac ASP3082,nci_alias,NCI_DD_INV,,krasg12dtargetingprotacasp3082
,targeted protein degrader ASP3082,nci_alias,NCI_DD_INV,,targetedproteindegraderasp3082
,TPD ASP3082,nci_alias,NCI_DD_INV,,tpdasp3082
,KRAS G12D degrader ASP4396,investigational_name,NCI_DD_INV,,krasg12ddegraderasp4396
,ASP 4396,nci_alias,NCI_DD_INV,,asp4396
,ASP-4396,nci_alias,NCI_DD_INV,,asp4396
,ASP4396,nci_alias,NCI_DD_INV,,asp4396
,KRAS G12D inhibitor HRS-4642,investigational_name,NCI_DD_INV,,krasg12dinhibitorhrs4642
,HRS-4642,nci_alias,NCI_DD_INV,,hrs4642
,HRS4642,nci_alias,NCI_DD_INV,,hrs4642
,HRS 4642,nci_alias,NCI_DD_INV,,hrs4642
,KRAS G12D inhibitor INCB161734,investigational_name,NCI_DD_INV,,krasg12dinhibitorincb161734
,INCB 161734,nci_alias,NCI_DD_INV,,incb161734
,INCB-161734,nci_alias,NCI_DD_INV,,incb161734
,INCB161734,nci_alias,NCI_DD_INV,,incb161734
,KRAS G12D inhibitor QLC1101,investigational_name,NCI_DD_INV,,krasg12dinhibitorqlc1101
,QLC 1101,nci_alias,NCI_DD_INV,,qlc1101
,QLC-1101,nci_alias,NCI_DD_INV,,qlc1101
,QLC1101,nci_alias,NCI_DD_INV,,qlc1101
,KRAS G12D inhibitor QTX3046,investigational_name,NCI_DD_INV,,krasg12dinhibitorqtx3046
,QTX3046,nci_alias,NCI_DD_INV,,qtx3046
,QTX 3046,nci_alias,NCI_DD_INV,,qtx3046
,QTX-3046,nci_alias,NCI_DD_INV,,qtx3046
,KRAS G12D inhibitor TSN1611,investigational_name,NCI_DD_INV,,krasg12dinhibitortsn1611
,TSN 1611,nci_alias,NCI_DD_INV,,tsn1611
,TSN-1611,nci_alias,NCI_DD_INV,,tsn1611
,TSN1611,nci_alias,NCI_DD_INV,,tsn1611
,KRAS inhibitor BI 3706674,investigational_name,NCI_DD_INV,,krasinhibitorbi3706674
,BI 3706674,nci_alias,NCI_DD_INV,,bi3706674
,BI-3706674,nci_alias,NCI_DD_INV,,bi3706674
,BI3706674,nci_alias,NCI_DD_INV,,bi3706674
,KRAS mutant inhibitor ALTA3263,investigational_name,NCI_DD_INV,,krasmutantinhibitoralta3263
,ALTA 3263,nci_alias,NCI_DD_INV,,alta3263
,ALTA-3263,nci_alias,NCI_DD_INV,,alta3263
,ALTA3263,nci_alias,NCI_DD_INV,,alta3263
,KRAS inhibitor ALTA3263,nci_alias,NCI_DD_INV,,krasinhibitoralta3263
